Name,Points,Time,CorrectMinValue,Timestamp
ROCm (rocPRIM),1000000000,0.001042,1,2025-11-02 15:52:39
ROCm (simple),1000,0.000019,1,2025-11-02 15:57:33
ROCm (simple),10000,0.000022,1,2025-11-02 15:57:33
ROCm (simple),100000,0.000040,1,2025-11-02 15:57:33
ROCm (simple),1000000,0.000037,1,2025-11-02 15:57:33
ROCm (simple),10000000,0.000030,1,2025-11-02 15:57:33
ROCm (simple),100000000,0.000199,1,2025-11-02 15:57:33
ROCm (simple),1000000000,0.002213,1,2025-11-02 15:57:33
ROCm (rocPRIM),1000,0.000024,1,2025-11-02 15:57:33
ROCm (rocPRIM),10000,0.000024,1,2025-11-02 15:57:33
ROCm (rocPRIM),100000,0.000032,1,2025-11-02 15:57:33
ROCm (rocPRIM),1000000,0.000053,1,2025-11-02 15:57:33
ROCm (rocPRIM),10000000,0.000028,1,2025-11-02 15:57:33
ROCm (rocPRIM),100000000,0.000121,1,2025-11-02 15:57:33
ROCm (rocPRIM),1000000000,0.001051,1,2025-11-02 15:57:33
ROCm (simple),1000,0.000027,1,2025-11-02 16:02:25
ROCm (simple),10000,0.000023,1,2025-11-02 16:02:25
ROCm (simple),100000,0.000025,1,2025-11-02 16:02:25
ROCm (simple),1000000,0.000045,1,2025-11-02 16:02:25
ROCm (simple),10000000,0.000029,1,2025-11-02 16:02:25
ROCm (simple),100000000,0.000200,1,2025-11-02 16:02:25
ROCm (simple),1000000000,0.002218,1,2025-11-02 16:02:25
ROCm (rocPRIM),1000,0.000025,1,2025-11-02 16:02:25
ROCm (rocPRIM),10000,0.000023,1,2025-11-02 16:02:25
ROCm (rocPRIM),100000,0.000043,1,2025-11-02 16:02:25
ROCm (rocPRIM),1000000,0.000042,1,2025-11-02 16:02:25
ROCm (rocPRIM),10000000,0.000028,1,2025-11-02 16:02:25
ROCm (rocPRIM),100000000,0.000125,1,2025-11-02 16:02:25
ROCm (rocPRIM),1000000000,0.001070,1,2025-11-02 16:02:25
ROCm (simple),1000,0.000021,1,2025-11-02 16:07:18
ROCm (simple),10000,0.000020,1,2025-11-02 16:07:18
ROCm (simple),100000,0.000026,1,2025-11-02 16:07:18
ROCm (simple),1000000,0.000044,1,2025-11-02 16:07:18
ROCm (simple),10000000,0.000033,1,2025-11-02 16:07:18
ROCm (simple),100000000,0.000238,1,2025-11-02 16:07:18
ROCm (simple),1000000000,0.002221,1,2025-11-02 16:07:18
ROCm (rocPRIM),1000,0.000022,1,2025-11-02 16:07:18
ROCm (rocPRIM),10000,0.000020,1,2025-11-02 16:07:18
ROCm (rocPRIM),100000,0.000030,1,2025-11-02 16:07:18
ROCm (rocPRIM),1000000,0.000040,1,2025-11-02 16:07:18
ROCm (rocPRIM),10000000,0.000031,1,2025-11-02 16:07:18
ROCm (rocPRIM),100000000,0.000118,1,2025-11-02 16:07:18
ROCm (rocPRIM),1000000000,0.001068,1,2025-11-02 16:07:18
ROCm (simple),1000,0.000022,1,2025-11-02 16:12:11
ROCm (simple),10000,0.000025,1,2025-11-02 16:12:11
ROCm (simple),100000,0.000038,1,2025-11-02 16:12:11
ROCm (simple),1000000,0.000035,1,2025-11-02 16:12:11
ROCm (simple),10000000,0.000030,1,2025-11-02 16:12:11
ROCm (simple),100000000,0.000200,1,2025-11-02 16:12:11
ROCm (simple),1000000000,0.002222,1,2025-11-02 16:12:11
ROCm (rocPRIM),1000,0.000023,1,2025-11-02 16:12:11
ROCm (rocPRIM),10000,0.000023,1,2025-11-02 16:12:11
ROCm (rocPRIM),100000,0.000030,1,2025-11-02 16:12:11
ROCm (rocPRIM),1000000,0.000053,1,2025-11-02 16:12:11
ROCm (rocPRIM),10000000,0.000027,1,2025-11-02 16:12:11
ROCm (rocPRIM),100000000,0.000124,1,2025-11-02 16:12:11
ROCm (rocPRIM),1000000000,0.001069,1,2025-11-02 16:12:11
ROCm (simple),1000,0.000019,1,2025-11-02 16:17:04
ROCm (simple),10000,0.000022,1,2025-11-02 16:17:04
ROCm (simple),100000,0.000021,1,2025-11-02 16:17:04
ROCm (simple),1000000,0.000047,1,2025-11-02 16:17:04
ROCm (simple),10000000,0.000029,1,2025-11-02 16:17:04
ROCm (simple),100000000,0.000232,1,2025-11-02 16:17:04
ROCm (simple),1000000000,0.002213,1,2025-11-02 16:17:04
ROCm (rocPRIM),1000,0.000024,1,2025-11-02 16:17:04
ROCm (rocPRIM),10000,0.000021,1,2025-11-02 16:17:04
ROCm (rocPRIM),100000,0.000031,1,2025-11-02 16:17:04
ROCm (rocPRIM),1000000,0.000052,1,2025-11-02 16:17:04
ROCm (rocPRIM),10000000,0.000031,1,2025-11-02 16:17:04
ROCm (rocPRIM),100000000,0.000122,1,2025-11-02 16:17:04
ROCm (rocPRIM),1000000000,0.001066,1,2025-11-02 16:17:04
ROCm (simple),1000,0.000021,1,2025-11-02 16:21:57
ROCm (simple),10000,0.000021,1,2025-11-02 16:21:57
ROCm (simple),100000,0.000020,1,2025-11-02 16:21:57
ROCm (simple),1000000,0.000042,1,2025-11-02 16:21:57
ROCm (simple),10000000,0.000031,1,2025-11-02 16:21:57
ROCm (simple),100000000,0.000200,1,2025-11-02 16:21:57
ROCm (simple),1000000000,0.002209,1,2025-11-02 16:21:57
ROCm (rocPRIM),1000,0.000026,1,2025-11-02 16:21:57
ROCm (rocPRIM),10000,0.000025,1,2025-11-02 16:21:57
ROCm (rocPRIM),100000,0.000033,1,2025-11-02 16:21:57
ROCm (rocPRIM),1000000,0.000051,1,2025-11-02 16:21:57
ROCm (rocPRIM),10000000,0.000030,1,2025-11-02 16:21:57
ROCm (rocPRIM),100000000,0.000126,1,2025-11-02 16:21:57
ROCm (rocPRIM),1000000000,0.001061,1,2025-11-02 16:21:57
OpenMP,1000,0.000027,1,2025-11-02 16:22:54
OpenMP,10000,0.000028,1,2025-11-02 16:22:54
OpenMP,100000,0.000071,1,2025-11-02 16:22:54
OpenMP,1000000,0.000134,1,2025-11-02 16:22:54
OpenMP,10000000,0.000184,1,2025-11-02 16:22:54
OpenMP,100000000,0.000680,1,2025-11-02 16:22:54
OpenMP,1000000000,0.005429,1,2025-11-02 16:22:54
OpenMP,1000,0.000027,1,2025-11-02 16:23:55
OpenMP,10000,0.000027,1,2025-11-02 16:23:55
OpenMP,100000,0.000071,1,2025-11-02 16:23:55
OpenMP,1000000,0.000134,1,2025-11-02 16:23:55
OpenMP,10000000,0.000184,1,2025-11-02 16:23:55
OpenMP,100000000,0.000681,1,2025-11-02 16:23:55
OpenMP,1000000000,0.005405,1,2025-11-02 16:23:55
OpenMP,1000,0.000029,1,2025-11-02 16:24:56
OpenMP,10000,0.000025,1,2025-11-02 16:24:56
OpenMP,100000,0.000069,1,2025-11-02 16:24:56
OpenMP,1000000,0.000134,1,2025-11-02 16:24:56
OpenMP,10000000,0.000181,1,2025-11-02 16:24:56
OpenMP,100000000,0.000679,1,2025-11-02 16:24:56
OpenMP,1000000000,0.005393,1,2025-11-02 16:24:56
OpenMP,1000,0.000025,1,2025-11-02 16:25:58
OpenMP,10000,0.000027,1,2025-11-02 16:25:58
OpenMP,100000,0.000076,1,2025-11-02 16:25:58
OpenMP,1000000,0.000137,1,2025-11-02 16:25:58
OpenMP,10000000,0.000188,1,2025-11-02 16:25:58
OpenMP,100000000,0.000677,1,2025-11-02 16:25:58
OpenMP,1000000000,0.005405,1,2025-11-02 16:25:58
OpenMP,1000,0.000025,1,2025-11-02 16:26:59
OpenMP,10000,0.000027,1,2025-11-02 16:26:59
OpenMP,100000,0.000073,1,2025-11-02 16:26:59
OpenMP,1000000,0.000132,1,2025-11-02 16:26:59
OpenMP,10000000,0.000184,1,2025-11-02 16:26:59
OpenMP,100000000,0.000676,1,2025-11-02 16:26:59
OpenMP,1000000000,0.005422,1,2025-11-02 16:26:59
OpenMP,1000,0.000027,1,2025-11-02 16:28:00
OpenMP,10000,0.000026,1,2025-11-02 16:28:00
OpenMP,100000,0.000076,1,2025-11-02 16:28:00
OpenMP,1000000,0.000140,1,2025-11-02 16:28:00
OpenMP,10000000,0.000185,1,2025-11-02 16:28:00
OpenMP,100000000,0.000672,1,2025-11-02 16:28:00
OpenMP,1000000000,0.005416,1,2025-11-02 16:28:00
OpenMP,1000,0.000023,1,2025-11-02 16:29:02
OpenMP,10000,0.000023,1,2025-11-02 16:29:02
OpenMP,100000,0.000066,1,2025-11-02 16:29:02
OpenMP,1000000,0.000133,1,2025-11-02 16:29:02
OpenMP,10000000,0.000179,1,2025-11-02 16:29:02
OpenMP,100000000,0.000670,1,2025-11-02 16:29:02
OpenMP,1000000000,0.005395,1,2025-11-02 16:29:02
OpenMP,1000,0.000025,1,2025-11-02 16:30:04
OpenMP,10000,0.000026,1,2025-11-02 16:30:04
OpenMP,100000,0.000070,1,2025-11-02 16:30:04
OpenMP,1000000,0.000134,1,2025-11-02 16:30:04
OpenMP,10000000,0.000178,1,2025-11-02 16:30:04
OpenMP,100000000,0.000670,1,2025-11-02 16:30:04
OpenMP,1000000000,0.005386,1,2025-11-02 16:30:04
OpenMP,1000,0.000026,1,2025-11-02 16:31:05
OpenMP,10000,0.000025,1,2025-11-02 16:31:05
OpenMP,100000,0.000068,1,2025-11-02 16:31:05
OpenMP,1000000,0.000136,1,2025-11-02 16:31:05
OpenMP,10000000,0.000172,1,2025-11-02 16:31:05
OpenMP,100000000,0.000669,1,2025-11-02 16:31:05
OpenMP,1000000000,0.005400,1,2025-11-02 16:31:05
OpenMP,1000,0.000025,1,2025-11-02 16:32:06
OpenMP,10000,0.000027,1,2025-11-02 16:32:06
OpenMP,100000,0.000072,1,2025-11-02 16:32:06
OpenMP,1000000,0.000134,1,2025-11-02 16:32:06
OpenMP,10000000,0.000180,1,2025-11-02 16:32:06
OpenMP,100000000,0.000666,1,2025-11-02 16:32:06
OpenMP,1000000000,0.005396,1,2025-11-02 16:32:06
Kokkos,1000,0.000040,1,2025-11-02 16:33:40
Kokkos,10000,0.000027,1,2025-11-02 16:33:40
Kokkos,100000,0.000037,1,2025-11-02 16:33:40
Kokkos,1000000,0.000054,1,2025-11-02 16:33:40
Kokkos,10000000,0.000166,1,2025-11-02 16:33:40
Kokkos,100000000,0.000386,1,2025-11-02 16:33:40
Kokkos,1000000000,0.002567,1,2025-11-02 16:33:40
Kokkos,1000,0.000039,1,2025-11-02 16:34:38
Kokkos,10000,0.000033,1,2025-11-02 16:34:38
Kokkos,100000,0.000045,1,2025-11-02 16:34:38
Kokkos,1000000,0.000059,1,2025-11-02 16:34:38
Kokkos,10000000,0.000171,1,2025-11-02 16:34:38
Kokkos,100000000,0.000396,1,2025-11-02 16:34:38
Kokkos,1000000000,0.002563,1,2025-11-02 16:34:38
Kokkos,1000,0.000034,1,2025-11-02 16:35:36
Kokkos,10000,0.000027,1,2025-11-02 16:35:36
Kokkos,100000,0.000037,1,2025-11-02 16:35:36
Kokkos,1000000,0.000056,1,2025-11-02 16:35:36
Kokkos,10000000,0.000163,1,2025-11-02 16:35:36
Kokkos,100000000,0.000398,1,2025-11-02 16:35:36
Kokkos,1000000000,0.002665,1,2025-11-02 16:35:36
Kokkos,1000,0.000039,1,2025-11-02 16:36:33
Kokkos,10000,0.000031,1,2025-11-02 16:36:33
Kokkos,100000,0.000046,1,2025-11-02 16:36:33
Kokkos,1000000,0.000063,1,2025-11-02 16:36:33
Kokkos,10000000,0.000169,1,2025-11-02 16:36:33
Kokkos,100000000,0.000397,1,2025-11-02 16:36:33
Kokkos,1000000000,0.002666,1,2025-11-02 16:36:33
Kokkos,1000,0.000039,1,2025-11-02 16:37:31
Kokkos,10000,0.000030,1,2025-11-02 16:37:31
Kokkos,100000,0.000042,1,2025-11-02 16:37:31
Kokkos,1000000,0.000059,1,2025-11-02 16:37:31
Kokkos,10000000,0.000175,1,2025-11-02 16:37:31
Kokkos,100000000,0.000395,1,2025-11-02 16:37:31
Kokkos,1000000000,0.002549,1,2025-11-02 16:37:31
Kokkos,1000,0.000037,1,2025-11-02 16:38:29
Kokkos,10000,0.000027,1,2025-11-02 16:38:29
Kokkos,100000,0.000039,1,2025-11-02 16:38:29
Kokkos,1000000,0.000057,1,2025-11-02 16:38:29
Kokkos,10000000,0.000168,1,2025-11-02 16:38:29
Kokkos,100000000,0.000391,1,2025-11-02 16:38:29
Kokkos,1000000000,0.002605,1,2025-11-02 16:38:29
Kokkos,1000,0.000035,1,2025-11-02 16:39:26
Kokkos,10000,0.000026,1,2025-11-02 16:39:26
Kokkos,100000,0.000035,1,2025-11-02 16:39:26
Kokkos,1000000,0.000055,1,2025-11-02 16:39:26
Kokkos,10000000,0.000167,1,2025-11-02 16:39:26
Kokkos,100000000,0.000389,1,2025-11-02 16:39:26
Kokkos,1000000000,0.002561,1,2025-11-02 16:39:26
Kokkos,1000,0.000039,1,2025-11-02 16:40:24
Kokkos,10000,0.000036,1,2025-11-02 16:40:24
Kokkos,100000,0.000043,1,2025-11-02 16:40:24
Kokkos,1000000,0.000059,1,2025-11-02 16:40:24
Kokkos,10000000,0.000169,1,2025-11-02 16:40:24
Kokkos,100000000,0.000394,1,2025-11-02 16:40:24
Kokkos,1000000000,0.002681,1,2025-11-02 16:40:24
Kokkos,1000,0.000040,1,2025-11-02 16:41:22
Kokkos,10000,0.000032,1,2025-11-02 16:41:22
Kokkos,100000,0.000041,1,2025-11-02 16:41:22
Kokkos,1000000,0.000059,1,2025-11-02 16:41:22
Kokkos,10000000,0.000171,1,2025-11-02 16:41:22
Kokkos,100000000,0.000388,1,2025-11-02 16:41:22
Kokkos,1000000000,0.002605,1,2025-11-02 16:41:22
Kokkos,1000,0.000033,1,2025-11-02 16:42:19
Kokkos,10000,0.000028,1,2025-11-02 16:42:19
Kokkos,100000,0.000037,1,2025-11-02 16:42:19
Kokkos,1000000,0.000056,1,2025-11-02 16:42:19
Kokkos,10000000,0.000168,1,2025-11-02 16:42:19
Kokkos,100000000,0.000393,1,2025-11-02 16:42:19
Kokkos,1000000000,0.002599,1,2025-11-02 16:42:19
